Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Co-Applicant,Transaction_Frequency,Default_Risk,Loan_Approval_Status
47609,Female,43,Married,1,Postgraduate,Employed,Professional,Suburban,75049,1344,828,0,26617,10481,0,20996,232,Personal,6.31,Yes,14,0.47,1
47611,Male,37,Single,2,Postgraduate,Employed,Professional,Suburban,125628,4484,792,2,10328,11337,1,27255,17,Personal,10.29,Yes,18,0.76,0
47613,Male,49,Divorced,2,Graduate,Self-Employed,Freelancer,Urban,48432,4344,422,2,33303,28543,0,7816,164,Education,10.36,Yes,9,0.79,0
47614,Female,46,Married,3,Graduate,Self-Employed,Salaried,Urban,113999,4565,838,2,11820,8702,1,23138,171,Personal,10.81,No,25,0.91,1
47615,Male,34,Married,2,Graduate,Self-Employed,Professional,Suburban,120387,2481,721,0,29838,4989,0,34292,180,Personal,4.31,No,28,0.04,1
47619,Female,37,Single,0,Graduate,Self-Employed,Business,Suburban,129345,2190,805,2,40258,29153,0,37881,88,Education,9.1,Yes,25,0.32,1
47621,Male,32,Divorced,0,High School,Self-Employed,Professional,Urban,46088,3380,363,1,20779,11911,1,7081,68,Personal,9.66,Yes,13,0.06,0
47622,Female,36,Married,3,Postgraduate,Employed,Freelancer,Urban,65379,1083,766,0,10554,29165,0,20000,32,Personal,12.12,No,18,0.62,1
47624,Male,25,Single,1,High School,Employed,Salaried,Urban,102370,2290,786,2,40838,3712,0,20100,171,Personal,8.78,No,20,0.84,0
47625,Female,27,Single,0,High School,Unemployed,Freelancer,Suburban,128677,4050,765,0,27914,25432,0,22859,27,Education,8.84,No,14,0.78,1
47626,Male,42,Married,3,High School,Employed,Professional,Urban,116251,4523,755,0,21392,10459,1,32757,51,Personal,7.19,No,10,0.48,1
47628,Female,25,Single,2,Graduate,Employed,Business,Urban,100472,4932,782,0,23169,26075,0,28451,66,Education,9.43,Yes,5,0.06,1
47629,Male,46,Divorced,3,High School,Unemployed,Business,Urban,71166,1956,767,2,40000,10344,0,20940,211,Personal,10.63,No,27,0.52,1
47639,Male,27,Single,2,Graduate,Employed,Professional,Rural,106455,3896,730,0,38078,8603,0,20072,60,Personal,4.75,No,8,0.79,1
47642,Male,31,Married,2,High School,Employed,Professional,Urban,88246,3127,701,0,39882,8994,0,25229,98,Personal,13.17,No,26,0.18,1
47643,Male,35,Married,1,High School,Employed,Freelancer,Urban,149033,1269,779,1,44817,23421,0,26598,46,Education,10.67,No,24,0.69,1
47650,Female,31,Married,0,Postgraduate,Employed,Professional,Urban,56108,3025,735,2,45038,21365,0,20000,66,Personal,13.02,Yes,11,0.32,1
47651,Female,26,Married,0,Postgraduate,Self-Employed,Professional,Suburban,105610,3510,745,2,48727,7529,0,29215,56,Personal,9.0,Yes,19,0.84,1
47652,Female,35,Single,1,Graduate,Employed,Professional,Urban,20215,3142,578,2,32355,6003,0,6825,42,Personal,12.92,No,12,0.87,0
47654,Male,47,Married,1,High School,Self-Employed,Salaried,Urban,132130,951,812,2,42772,16150,1,29352,207,Education,12.06,Yes,24,0.25,1
47657,Female,67,Single,2,Graduate,Employed,Business,Suburban,44109,1302,431,0,12848,25961,0,8262,31,Education,11.58,No,22,0.84,0
47660,Female,32,Divorced,2,Graduate,Employed,Business,Urban,93234,3579,768,0,37207,3356,0,20726,117,Personal,7.91,Yes,26,0.2,1
47661,Female,42,Single,2,Postgraduate,Unemployed,Freelancer,Suburban,69487,2599,729,2,36574,26825,0,20136,99,Personal,11.23,No,15,0.79,1
47662,Female,36,Married,0,Graduate,Self-Employed,Freelancer,Suburban,140239,2618,827,0,34504,17395,0,25025,90,Education,13.57,Yes,20,0.95,1
47667,Male,37,Married,3,High School,Unemployed,Business,Suburban,89052,4318,782,2,12804,23249,0,26270,221,Personal,5.37,No,13,0.14,1
47669,Male,45,Married,1,High School,Employed,Business,Urban,106099,4136,703,2,30653,10994,0,20775,46,Education,4.09,Yes,18,0.13,1
47670,Male,34,Divorced,0,High School,Unemployed,Salaried,Urban,66455,1696,768,1,20631,1927,0,20000,75,Education,4.05,Yes,21,0.99,0
47672,Male,34,Single,1,Graduate,Employed,Business,Rural,65664,3666,849,2,42036,9167,0,20000,202,Personal,5.09,Yes,22,0.7,1
47673,Male,36,Single,0,Postgraduate,Unemployed,Freelancer,Urban,22772,4609,440,0,9296,837,1,5321,117,Education,8.35,Yes,17,0.99,0
47674,Male,32,Divorced,2,Graduate,Employed,Salaried,Suburban,127716,3755,800,0,30862,22729,0,28413,24,Education,12.2,No,28,0.7,0
47675,Female,28,Married,3,High School,Self-Employed,Salaried,Urban,124281,2117,801,2,31103,8760,0,31381,82,Personal,9.01,No,15,0.37,0
47677,Female,68,Married,0,Graduate,Employed,Freelancer,Urban,45803,4413,466,1,3611,21508,0,13446,175,Personal,14.1,Yes,29,0.41,0
47679,Male,49,Divorced,1,High School,Employed,Freelancer,Urban,103590,921,804,0,33347,19766,0,21245,194,Education,10.44,Yes,14,0.77,1
47680,Female,68,Married,0,Postgraduate,Unemployed,Business,Urban,26909,2405,424,2,49625,14655,0,8124,123,Personal,14.54,No,8,0.6,1
47683,Female,33,Single,3,Graduate,Employed,Freelancer,Rural,78904,4301,797,1,17401,4302,0,23122,100,Education,5.16,No,16,0.95,1
47687,Female,48,Single,2,Graduate,Employed,Freelancer,Urban,54465,3822,552,0,43725,26825,1,11440,179,Education,5.58,Yes,14,0.72,1
47696,Female,44,Single,2,Graduate,Unemployed,Professional,Suburban,146320,1208,846,0,26903,28723,0,22351,51,Education,8.95,Yes,8,0.19,1
47707,Female,47,Married,1,Postgraduate,Employed,Freelancer,Suburban,53148,2968,491,1,15561,477,0,9771,160,Education,3.76,Yes,24,0.64,1
47709,Male,35,Single,2,Graduate,Unemployed,Business,Rural,66537,4901,376,0,889,11198,0,24400,128,Education,5.58,Yes,27,0.75,0
47710,Female,60,Married,3,Postgraduate,Employed,Freelancer,Urban,61443,4734,325,2,1868,3092,0,17955,165,Education,13.81,Yes,28,0.06,0
47712,Female,38,Married,1,Graduate,Employed,Freelancer,Suburban,94625,1805,708,2,15789,2905,0,24651,160,Personal,9.9,No,13,0.22,1
47722,Female,61,Married,2,High School,Self-Employed,Professional,Urban,30509,1621,501,1,21216,18675,0,9496,54,Education,10.04,Yes,9,0.4,0
47727,Female,42,Single,1,High School,Employed,Salaried,Rural,145130,3111,765,1,8498,9347,0,43487,106,Personal,8.06,No,18,0.11,0
47730,Male,36,Single,3,Postgraduate,Unemployed,Salaried,Suburban,133318,3447,765,2,3170,6514,1,23151,79,Personal,5.58,Yes,10,0.38,0
47735,Female,50,Single,1,Graduate,Unemployed,Business,Suburban,27722,4770,542,2,32185,13782,1,9463,79,Education,6.32,No,20,0.75,0
47736,Female,28,Single,3,Postgraduate,Unemployed,Business,Urban,77275,3169,709,0,44720,21602,1,20149,92,Personal,9.99,Yes,5,0.85,1
47744,Male,25,Married,0,Graduate,Employed,Freelancer,Suburban,145337,2137,803,2,2131,10926,1,21940,74,Education,7.24,Yes,12,0.98,1
47746,Male,29,Married,2,Postgraduate,Employed,Salaried,Urban,86158,3538,790,0,30923,17020,1,22409,147,Personal,14.14,Yes,24,0.06,1
47750,Female,30,Married,3,High School,Employed,Professional,Suburban,87558,2896,728,1,6575,18022,1,21258,16,Education,14.55,No,5,0.54,1
47758,Female,49,Single,1,High School,Employed,Freelancer,Rural,32606,3577,518,2,29790,16998,0,6760,167,Education,14.75,No,18,0.41,0
47759,Male,44,Single,1,Postgraduate,Self-Employed,Freelancer,Suburban,116096,4725,848,1,11616,27296,0,23877,196,Education,10.91,Yes,23,0.6,1
47760,Female,28,Married,3,Graduate,Self-Employed,Freelancer,Suburban,118680,4364,842,1,14774,21210,0,22075,43,Personal,4.82,No,11,0.88,1
47761,Male,32,Divorced,1,High School,Unemployed,Salaried,Urban,62379,3202,445,1,12877,23149,0,14033,203,Education,10.6,No,25,0.85,0
47762,Male,47,Divorced,1,Graduate,Self-Employed,Salaried,Urban,60940,2810,845,2,47429,18632,0,20000,155,Personal,13.26,No,20,0.47,1
47764,Male,38,Single,0,High School,Employed,Business,Urban,70850,911,849,2,6678,12480,0,20239,202,Personal,4.48,No,8,0.51,1
47765,Female,45,Single,1,Graduate,Employed,Professional,Urban,143501,3530,723,1,35050,15334,0,33502,95,Education,8.8,No,7,0.91,1
47767,Male,20,Married,1,High School,Employed,Freelancer,Urban,43994,2381,493,0,11044,2569,0,6427,67,Education,8.77,No,24,0.26,1
47768,Female,31,Single,1,Graduate,Self-Employed,Professional,Urban,148040,1860,811,1,40566,22448,0,32395,238,Education,8.12,No,24,0.06,1
47769,Male,41,Married,3,Postgraduate,Self-Employed,Freelancer,Urban,117227,3363,819,2,4735,8066,0,29788,26,Education,7.13,No,23,0.82,1
47778,Male,39,Divorced,0,High School,Self-Employed,Salaried,Suburban,31464,2700,505,1,16449,6253,0,10567,103,Personal,13.01,No,19,0.92,0
47779,Female,32,Married,2,Graduate,Self-Employed,Professional,Suburban,125033,1617,845,2,2011,9121,0,33598,194,Education,10.63,Yes,10,0.43,1
47780,Male,44,Married,1,Postgraduate,Self-Employed,Professional,Urban,41306,4422,351,1,36757,9150,0,9036,68,Personal,14.07,No,14,0.35,0
47783,Female,19,Single,3,High School,Employed,Salaried,Urban,49441,3745,452,2,8840,3471,0,15938,107,Education,5.08,Yes,12,0.07,0
47784,Male,38,Married,3,Postgraduate,Employed,Salaried,Urban,128174,2900,800,2,9377,24107,0,37619,197,Education,13.0,No,22,0.39,1
47788,Male,26,Married,1,High School,Employed,Salaried,Urban,30682,1352,536,2,37245,22041,0,7538,67,Personal,7.18,No,14,0.13,0
47792,Female,30,Married,1,High School,Employed,Salaried,Urban,54687,2036,784,2,15405,11406,1,20000,160,Personal,10.8,No,15,0.97,1
47793,Female,26,Married,0,High School,Self-Employed,Business,Urban,117745,2017,767,1,25344,22729,0,27113,217,Education,3.96,Yes,28,0.65,1
47794,Female,23,Single,1,High School,Employed,Salaried,Suburban,32922,2737,350,0,25041,28172,0,12117,185,Education,10.21,Yes,23,0.08,0
47798,Male,66,Divorced,3,Graduate,Employed,Business,Urban,50341,614,579,1,47437,12621,0,9710,186,Education,8.31,No,20,0.17,0
47802,Male,37,Single,1,Graduate,Employed,Business,Urban,104463,2503,792,2,22099,28300,0,21758,227,Personal,12.17,No,27,0.7,1
47805,Male,62,Married,1,High School,Employed,Business,Suburban,36243,3934,468,1,17366,23213,0,12190,70,Personal,12.81,No,22,0.54,0
47809,Female,47,Married,3,High School,Employed,Freelancer,Urban,124595,2885,803,2,28287,14213,0,31177,82,Education,14.2,Yes,24,0.82,1
47811,Male,29,Single,1,High School,Self-Employed,Professional,Urban,117250,2230,749,0,41486,17352,0,22523,184,Education,8.7,Yes,29,0.0,1
47813,Male,35,Married,0,Postgraduate,Employed,Salaried,Urban,132246,4079,847,0,18349,4569,0,32572,88,Education,5.53,Yes,24,0.04,1
47814,Female,27,Single,3,High School,Employed,Salaried,Suburban,29818,1533,337,1,31628,5946,1,5416,239,Personal,8.33,No,26,0.88,0
47816,Male,46,Married,2,Postgraduate,Employed,Professional,Rural,84557,1190,719,1,7216,13950,0,20501,59,Personal,12.51,No,5,0.72,1
47819,Female,39,Married,1,High School,Self-Employed,Professional,Suburban,134099,1394,702,0,7003,8879,1,29435,69,Education,7.85,Yes,9,0.22,1
47820,Female,38,Married,2,High School,Unemployed,Professional,Urban,59605,1369,378,1,41885,14255,1,15703,202,Personal,9.59,No,21,0.2,0
47822,Female,49,Married,1,Postgraduate,Unemployed,Business,Suburban,42367,3852,406,0,21293,5383,0,9816,179,Personal,6.77,No,18,0.38,0
47823,Female,43,Single,1,Graduate,Unemployed,Freelancer,Urban,47349,4080,410,1,49271,11704,1,18542,71,Education,13.63,Yes,8,0.6,0
47824,Female,30,Married,3,Graduate,Employed,Freelancer,Urban,22364,1269,338,0,10621,26427,0,7148,27,Personal,9.25,Yes,12,0.41,0
47826,Male,31,Married,2,Postgraduate,Employed,Freelancer,Urban,52853,1487,484,1,12654,19723,0,5439,165,Education,14.04,Yes,12,0.93,0
47828,Female,47,Married,1,High School,Employed,Salaried,Urban,73278,1475,743,2,48097,16160,1,21634,119,Personal,14.71,Yes,16,0.96,1
47835,Female,44,Single,3,Graduate,Unemployed,Business,Urban,62768,2818,410,0,38576,29017,0,22046,211,Personal,6.11,No,15,0.26,0
47836,Female,26,Married,2,Graduate,Employed,Business,Suburban,57641,1965,500,1,1919,1352,1,6098,225,Education,9.37,No,10,0.46,0
47837,Female,46,Married,2,Postgraduate,Employed,Business,Urban,48676,2801,321,2,33174,26376,0,15317,193,Education,10.05,Yes,7,0.88,1
47839,Male,39,Single,3,High School,Unemployed,Business,Suburban,98206,1372,704,1,35011,29654,0,28377,179,Personal,6.12,Yes,9,0.75,1
47840,Female,34,Married,3,High School,Self-Employed,Professional,Urban,58444,2508,759,2,1099,16949,0,20000,47,Education,7.36,Yes,10,0.78,1
47841,Male,30,Married,3,Graduate,Unemployed,Professional,Urban,31923,2025,309,0,48083,28037,0,6858,190,Education,9.83,Yes,14,0.66,0
47844,Female,38,Married,1,Postgraduate,Employed,Salaried,Urban,56632,4479,773,1,49089,29576,0,20000,220,Education,7.87,No,8,0.58,1
47845,Male,49,Single,1,High School,Self-Employed,Salaried,Urban,52896,2471,476,2,46219,24529,0,15159,86,Education,14.78,Yes,17,0.09,0
47847,Male,48,Married,3,Postgraduate,Employed,Salaried,Rural,130579,4224,762,0,22463,21664,0,31432,158,Education,9.91,No,25,0.94,1
47848,Female,43,Married,0,Graduate,Unemployed,Professional,Urban,55227,3816,566,2,46516,29079,0,15540,13,Personal,13.52,No,16,0.02,0
47849,Female,47,Divorced,1,Postgraduate,Employed,Professional,Urban,67515,4663,810,2,26904,18077,1,20055,195,Personal,14.37,Yes,24,0.58,1
47851,Male,32,Married,0,Graduate,Employed,Freelancer,Urban,92645,1279,755,2,46151,9393,0,24795,155,Personal,9.46,No,13,0.35,1
47854,Female,25,Single,1,Graduate,Employed,Salaried,Urban,102277,1725,797,0,14779,24097,0,21509,191,Education,12.09,Yes,29,0.52,0
47855,Female,18,Single,1,High School,Employed,Professional,Urban,29282,4722,575,2,16880,15927,1,11080,27,Education,5.42,No,26,0.99,0
47859,Female,36,Single,2,Postgraduate,Employed,Freelancer,Rural,86032,3590,742,0,39053,548,1,25243,95,Personal,7.98,No,6,0.02,0
47860,Female,48,Single,1,Postgraduate,Employed,Salaried,Suburban,123143,810,826,1,49450,1186,0,32157,217,Personal,12.27,No,20,0.16,1
47862,Male,31,Divorced,2,High School,Employed,Freelancer,Suburban,115378,1384,819,1,16778,27086,0,31981,72,Education,6.02,No,11,0.38,0
47863,Male,25,Single,3,High School,Unemployed,Business,Suburban,89752,988,705,2,30039,1382,0,21152,208,Education,5.57,Yes,27,0.81,1
47864,Male,46,Married,0,Postgraduate,Unemployed,Salaried,Rural,45503,2315,494,1,25362,23358,0,16768,144,Personal,11.24,No,12,0.68,0
47865,Female,48,Single,3,Postgraduate,Self-Employed,Salaried,Urban,97036,2525,704,1,21023,28345,0,25897,57,Personal,11.33,No,27,0.09,1
47866,Female,30,Single,3,High School,Employed,Professional,Suburban,57265,1244,357,0,45363,5978,0,14133,217,Education,6.5,Yes,21,0.67,1
47868,Male,46,Married,2,High School,Employed,Professional,Rural,107663,4901,815,1,19743,8205,0,23067,121,Personal,8.22,No,20,0.97,1
47870,Male,41,Married,1,Postgraduate,Unemployed,Freelancer,Suburban,123324,3275,767,1,29120,26992,0,32755,168,Education,12.63,No,25,0.0,0
47871,Male,37,Single,3,Postgraduate,Unemployed,Business,Suburban,143297,745,832,1,6213,1581,0,40161,226,Personal,14.84,Yes,10,0.05,1
47872,Male,45,Married,0,Postgraduate,Employed,Business,Urban,95647,4961,701,0,35518,658,0,22756,28,Education,13.08,Yes,9,0.67,1
47873,Male,58,Married,2,High School,Unemployed,Freelancer,Urban,32052,1902,346,0,1176,7499,1,6574,239,Education,7.71,Yes,15,0.03,1
47875,Male,41,Married,0,Graduate,Self-Employed,Business,Urban,78791,1853,750,0,31191,13148,0,20893,211,Personal,9.93,Yes,29,0.41,1
47878,Male,67,Single,3,High School,Employed,Business,Rural,57053,1648,448,2,25529,28421,0,17719,36,Personal,11.1,Yes,11,0.79,0
47884,Male,54,Married,1,Graduate,Self-Employed,Salaried,Suburban,63159,992,346,2,9425,13698,0,19876,113,Education,6.34,No,6,0.33,0
47886,Female,68,Married,0,Postgraduate,Unemployed,Salaried,Urban,40115,4947,557,1,23911,21055,0,9811,100,Personal,8.55,Yes,20,0.4,1
47887,Female,29,Married,1,Graduate,Unemployed,Professional,Rural,114303,2362,741,0,10711,24613,0,33985,145,Education,4.57,No,15,0.35,1
47891,Male,39,Single,2,High School,Employed,Salaried,Suburban,142023,4030,847,0,20358,23669,0,32311,81,Personal,6.97,Yes,19,0.68,1
47893,Female,22,Married,2,Graduate,Employed,Salaried,Urban,32197,2570,494,1,11318,901,1,8922,103,Personal,8.2,Yes,15,0.16,0
47894,Male,58,Divorced,0,Graduate,Employed,Professional,Rural,53665,521,346,1,36054,6312,0,7150,117,Education,14.46,Yes,9,0.94,0
47896,Male,35,Married,2,High School,Employed,Salaried,Urban,137250,1229,781,1,2225,6441,0,38362,101,Education,5.65,No,29,0.13,1
47900,Male,32,Single,3,Postgraduate,Self-Employed,Professional,Suburban,98602,3126,741,2,45156,2316,0,21371,232,Education,4.93,No,27,0.9,1
47904,Male,28,Married,3,Postgraduate,Employed,Freelancer,Suburban,141151,3762,838,1,34415,20146,0,26456,52,Personal,13.05,No,11,0.58,1
47909,Male,41,Single,1,Postgraduate,Self-Employed,Business,Suburban,80392,3210,776,2,17328,241,0,23586,119,Education,12.52,No,6,0.04,1
47910,Female,30,Married,0,Postgraduate,Employed,Salaried,Suburban,141097,3231,740,2,10794,3094,0,41223,50,Personal,8.49,Yes,27,0.57,1
47911,Female,37,Married,3,Graduate,Employed,Professional,Urban,78921,3276,708,2,26183,24172,0,23235,41,Personal,7.37,Yes,7,0.67,1
47913,Female,37,Married,0,High School,Unemployed,Freelancer,Suburban,81342,1789,729,1,24152,6597,0,23631,126,Personal,14.66,Yes,25,0.52,1
47917,Female,47,Single,3,Postgraduate,Self-Employed,Freelancer,Urban,78613,1389,779,2,30376,2355,0,23384,101,Education,4.74,No,12,0.07,1
47920,Male,35,Divorced,0,Postgraduate,Employed,Business,Urban,132097,2724,833,0,45717,12294,0,26959,119,Personal,8.85,No,9,0.29,1
47921,Male,36,Married,3,High School,Self-Employed,Freelancer,Suburban,127529,2425,818,0,9199,2717,0,31365,152,Education,10.25,Yes,25,0.89,1
47922,Male,45,Single,1,Postgraduate,Self-Employed,Salaried,Suburban,92781,1858,721,0,9995,26664,0,27172,122,Education,4.52,Yes,23,0.77,0
47923,Male,46,Married,3,High School,Self-Employed,Professional,Urban,104956,1441,793,1,42632,29848,0,24544,229,Personal,14.52,Yes,6,0.32,1
47924,Male,30,Single,3,High School,Employed,Salaried,Suburban,84814,1672,782,0,47511,14157,0,22068,20,Education,5.62,Yes,20,0.23,1
47926,Female,42,Married,1,Graduate,Employed,Freelancer,Suburban,66252,2334,465,1,2626,2815,1,7296,93,Education,11.75,Yes,24,0.77,0
47928,Male,40,Single,2,Graduate,Employed,Salaried,Urban,55288,2906,770,2,7781,26130,0,20000,42,Education,7.21,No,21,0.96,1
47930,Male,60,Married,1,High School,Employed,Freelancer,Urban,23773,4974,453,0,11556,17057,0,8525,111,Personal,10.32,No,8,0.9,1
47932,Male,28,Married,0,Graduate,Unemployed,Business,Urban,105008,1941,717,1,41014,9705,0,23859,72,Personal,4.16,Yes,28,0.05,1
47933,Male,30,Single,1,Graduate,Unemployed,Salaried,Urban,88557,3598,801,0,26324,8273,0,25702,226,Education,4.76,No,8,0.7,1
47939,Male,43,Married,2,High School,Unemployed,Salaried,Urban,62530,4002,716,2,18968,29934,0,20000,202,Personal,10.07,Yes,9,0.78,1
47941,Male,45,Divorced,2,Graduate,Self-Employed,Freelancer,Urban,70716,2673,717,2,19480,8020,0,21071,89,Personal,12.78,No,29,0.08,1
47944,Male,26,Single,1,High School,Employed,Freelancer,Urban,137760,1765,763,0,2466,16795,0,20454,112,Education,8.18,No,29,0.71,1
47948,Male,25,Married,1,Graduate,Employed,Business,Rural,58131,4472,787,0,25576,12548,0,20000,128,Education,11.47,No,7,0.21,0
47951,Male,42,Married,0,Graduate,Employed,Salaried,Urban,50483,3488,533,0,13843,19829,0,14309,207,Education,5.73,Yes,28,0.81,0
47955,Female,30,Single,2,Postgraduate,Self-Employed,Freelancer,Urban,112313,1928,818,2,27815,17257,0,20303,169,Personal,5.09,Yes,19,0.35,1
47956,Female,55,Single,0,High School,Self-Employed,Business,Urban,41113,1547,545,2,1306,19388,0,11465,143,Education,11.57,No,14,0.93,0
47958,Male,25,Married,1,Graduate,Self-Employed,Salaried,Urban,54829,1356,773,2,16762,28824,0,20000,41,Personal,5.36,Yes,28,0.7,1
47959,Female,39,Married,2,Postgraduate,Employed,Freelancer,Rural,105241,4554,725,1,1250,19296,0,23055,154,Personal,6.3,No,21,0.77,1
47967,Female,26,Married,2,High School,Employed,Salaried,Suburban,73151,4254,772,0,8420,14094,0,21552,41,Personal,4.44,Yes,22,0.3,1
47968,Male,31,Single,3,Graduate,Unemployed,Business,Urban,132864,4930,724,0,1887,13515,0,20080,63,Education,11.4,No,29,0.79,1
47970,Female,35,Single,3,High School,Self-Employed,Professional,Urban,118639,832,745,1,12965,16997,0,20518,12,Education,8.85,Yes,15,0.34,1
47971,Male,38,Married,0,Graduate,Employed,Business,Urban,112763,1461,773,1,7685,20586,0,24076,226,Personal,14.21,No,23,0.71,1
47973,Male,47,Married,3,Graduate,Self-Employed,Business,Urban,71587,1663,715,2,25751,27985,1,20473,199,Education,13.98,Yes,9,0.88,1
47974,Male,28,Married,1,Postgraduate,Employed,Business,Urban,69409,3519,734,2,33551,608,1,20290,199,Education,9.71,No,24,0.37,1
47979,Male,39,Married,3,High School,Self-Employed,Freelancer,Urban,55421,3815,430,2,41952,17701,0,5968,95,Personal,8.88,No,26,0.07,0
47981,Male,48,Divorced,0,High School,Self-Employed,Freelancer,Urban,101477,1632,799,0,16685,8005,0,24081,81,Personal,11.15,Yes,20,0.69,0
